表題：,都道府県・市区町村のすがた（社会・人口統計体系）
公開日：,2025年10月31日

***,***,***,***,/項目 コード,A1101,C1224,D310412
調査年 コード,調査年,地域 コード,地域,/項目,A1101_総人口【人】,C1224_企業所得（平成27年基準）【百万円】,D310412_貸付金（都道府県財政）【千円】,貸出金【億円】
2017100000,2017年度,11000,埼玉県,***,"7,307,000","5,008,169","8,572,322",1883562
2017100000,2017年度,12000,千葉県,***,"6,258,000","3,907,825","135,303,067",1693721
2017100000,2017年度,13000,東京都,***,"13,768,000","31,558,534","258,644,498",24458213
2017100000,2017年度,14000,神奈川県,***,"9,173,000","4,818,021","6,577,626",2266074
2017100000,2017年度,15000,新潟県,***,"2,267,000","1,801,619","53,403,052",571612
2017100000,2017年度,16000,富山県,***,"1,056,000","942,138","22,896,095",392714
2017100000,2017年度,17000,石川県,***,"1,148,000","756,902","33,072,666",341233
2017100000,2017年度,18000,福井県,***,"780,000","567,055","5,762,429",208691
2017100000,2017年度,19000,山梨県,***,"826,000","767,284","35,248,441",130019
2017100000,2017年度,20000,長野県,***,"2,082,000","1,342,681","34,042,676",414680
2017100000,2017年度,21000,岐阜県,***,"2,012,000","1,517,047","30,194,664",494834
2017100000,2017年度,22000,静岡県,***,"3,681,000","4,205,231","11,565,830",1218476
2017100000,2017年度,23000,愛知県,***,"7,528,000","9,222,747","183,343,081",2158445
2017100000,2017年度,24000,三重県,***,"1,801,000","1,783,645","5,754,025",413989
2017100000,2017年度,25000,滋賀県,***,"1,414,000","1,424,615","16,048,558",393797
2017100000,2017年度,26000,京都府,***,"2,604,000","2,421,000","100,074,824",703527
2017100000,2017年度,27000,大阪府,***,"8,841,000","5,541,158","270,228,488",4529396
2017100000,2017年度,28000,兵庫県,***,"5,515,000","4,621,852","205,141,352",1246496
2017100000,2017年度,29000,奈良県,***,"1,349,000","886,730","22,270,564",313849
2017100000,2017年度,30000,和歌山県,***,"948,000","1,045,698","58,557,310",195556
2017100000,2017年度,31000,鳥取県,***,"566,000","370,729","7,327,657",161800
2017100000,2017年度,32000,島根県,***,"687,000","578,891","38,089,689",147679
2017100000,2017年度,33000,岡山県,***,"1,911,000","1,233,798","41,562,342",599091
2017100000,2017年度,34000,広島県,***,"2,833,000","2,555,157","28,005,749",1105639
2017100000,2017年度,35000,山口県,***,"1,382,000","1,590,344","39,943,362",407071
2017100000,2017年度,36000,徳島県,***,"744,000","830,392","65,251,087",228893
2017100000,2017年度,37000,香川県,***,"968,000","719,200","49,690,795",319498
2017100000,2017年度,38000,愛媛県,***,"1,368,000","980,555","56,999,692",673776
2017100000,2017年度,39000,高知県,***,"714,000","560,165","13,770,996",181538
2017100000,2017年度,40000,福岡県,***,"5,123,000","3,119,276","109,616,889",2194218
2017100000,2017年度,41000,佐賀県,***,"825,000","656,312","26,601,530",156917
2017100000,2017年度,42000,長崎県,***,"1,355,000","761,651","26,436,519",333076
2017100000,2017年度,43000,熊本県,***,"1,767,000","1,443,540","79,391,569",465303
2017100000,2017年度,44000,大分県,***,"1,152,000","825,419","32,630,880",285083
2017100000,2017年度,45000,宮崎県,***,"1,091,000","766,623","30,608,841",294944
2017100000,2017年度,46000,鹿児島県,***,"1,626,000","1,484,420","3,249,263",424207
2017100000,2017年度,47000,沖縄県,***,"1,448,000","771,241","14,640,342",427159
2016100000,2016年度,1000,北海道,***,"5,355,000","4,034,049","181,973,120",1170271
2016100000,2016年度,2000,青森県,***,"1,295,000","1,002,268","42,018,830",300127
2016100000,2016年度,3000,岩手県,***,"1,268,000","989,696","135,100,350",273129
2016100000,2016年度,4000,宮城県,***,"2,332,000","2,058,909","85,843,404",742738
2016100000,2016年度,5000,秋田県,***,"1,011,000","788,041","77,018,966",242309
2016100000,2016年度,6000,山形県,***,"1,114,000","811,019","56,190,895",285321
2016100000,2016年度,7000,福島県,***,"1,903,000","1,481,921","91,897,027",400949
2016100000,2016年度,8000,茨城県,***,"2,910,000","2,693,130","82,391,238",671394
2016100000,2016年度,9000,栃木県,***,"1,969,000","2,128,554","79,961,714",560247
2016100000,2016年度,10000,群馬県,***,"1,969,000","2,192,922","50,352,308",473614
2016100000,2016年度,11000,埼玉県,***,"7,288,000","4,739,502","9,166,333",1843380
2016100000,2016年度,12000,千葉県,***,"6,242,000","3,779,482","142,802,152",1633733
2016100000,2016年度,13000,東京都,***,"13,646,000","31,212,764","251,384,253",23632401
2016100000,2016年度,14000,神奈川県,***,"9,152,000","4,961,855","7,623,937",2237726
2016100000,2016年度,15000,新潟県,***,"2,286,000","1,719,374","61,940,799",558796
2016100000,2016年度,16000,富山県,***,"1,061,000","870,123","28,342,509",384408
2016100000,2016年度,17000,石川県,***,"1,151,000","765,337","48,255,151",327657
2016100000,2016年度,18000,福井県,***,"783,000","528,914","10,939,272",204811
2016100000,2016年度,19000,山梨県,***,"831,000","665,976","39,741,025",130988
2016100000,2016年度,20000,長野県,***,"2,091,000","1,228,234","39,837,485",403725
2016100000,2016年度,21000,岐阜県,***,"2,024,000","1,463,799","31,143,060",487275
2016100000,2016年度,22000,静岡県,***,"3,690,000","4,224,888","9,222,499",1193781
2016100000,2016年度,23000,愛知県,***,"7,509,000","8,818,506","183,519,836",2095396
2016100000,2016年度,24000,三重県,***,"1,809,000","1,674,144","9,232,569",404026
2016100000,2016年度,25000,滋賀県,***,"1,414,000","1,283,003","18,615,684",379652
2016100000,2016年度,26000,京都府,***,"2,608,000","2,498,481","100,929,510",678035
2016100000,2016年度,27000,大阪府,***,"8,841,000","5,108,991","309,043,050",4481747
2016100000,2016年度,28000,兵庫県,***,"5,526,000","4,415,469","227,553,416",1216345
2016100000,2016年度,29000,奈良県,***,"1,357,000","882,528","19,212,213",313390
2016100000,2016年度,30000,和歌山県,***,"956,000","1,165,750","66,863,080",194293
2016100000,2016年度,31000,鳥取県,***,"570,000","335,898","4,976,911",156733
2016100000,2016年度,32000,島根県,***,"691,000","622,927","46,988,407",139930
2016100000,2016年度,33000,岡山県,***,"1,917,000","1,183,172","43,561,592",556215
2016100000,2016年度,34000,広島県,***,"2,840,000","2,644,604","27,766,383",1063416
2016100000,2016年度,35000,山口県,***,"1,394,000","1,576,354","43,935,806",389445
2016100000,2016年度,36000,徳島県,***,"750,000","804,179","61,012,720",220612
2016100000,2016年度,37000,香川県,***,"973,000","746,218","40,243,285",312568
2016100000,2016年度,38000,愛媛県,***,"1,377,000","922,386","59,082,054",648821
2016100000,2016年度,39000,高知県,***,"721,000","548,577","8,132,467",179820
2016100000,2016年度,40000,福岡県,***,"5,113,000","3,182,637","111,123,248",2109984
2016100000,2016年度,41000,佐賀県,***,"829,000","622,917","25,676,254",153365
2016100000,2016年度,42000,長崎県,***,"1,367,000","833,769","27,016,477",322911
2016100000,2016年度,43000,熊本県,***,"1,775,000","1,288,064","87,428,570",441028
2016100000,2016年度,44000,大分県,***,"1,160,000","751,086","32,644,911",282553
2016100000,2016年度,45000,宮崎県,***,"1,097,000","736,151","34,762,818",283478
2016100000,2016年度,46000,鹿児島県,***,"1,637,000","1,298,792","3,864,262",410411
2016100000,2016年度,47000,沖縄県,***,"1,442,000","815,031","12,448,920",402242
2015100000,2015年度,1000,北海道,***,"5,381,733","4,257,474","195,885,056",1141993
2015100000,2015年度,2000,青森県,***,"1,308,265","1,144,017","44,205,723",288835
2015100000,2015年度,3000,岩手県,***,"1,279,594","996,817","134,382,993",273560
2015100000,2015年度,4000,宮城県,***,"2,333,899","2,188,520","97,439,236",723403
2015100000,2015年度,5000,秋田県,***,"1,023,119","756,374","82,343,276",238841
2015100000,2015年度,6000,山形県,***,"1,123,891","773,337","59,279,447",275628
2015100000,2015年度,7000,福島県,***,"1,914,039","1,427,225","110,742,977",382049
2015100000,2015年度,8000,茨城県,***,"2,916,976","2,874,245","126,965,980",661894
2015100000,2015年度,9000,栃木県,***,"1,974,255","2,115,520","83,636,313",547276
2015100000,2015年度,10000,群馬県,***,"1,973,115","2,242,377","60,378,028",462851
2015100000,2015年度,11000,埼玉県,***,"7,266,534","4,907,858","8,880,770",1803082
2015100000,2015年度,12000,千葉県,***,"6,222,666","4,080,876","145,129,681",1586740
2015100000,2015年度,13000,東京都,***,"13,515,271","32,969,686","243,057,707",22971589
2015100000,2015年度,14000,神奈川県,***,"9,126,214","5,327,522","7,569,151",2210090
2015100000,2015年度,15000,新潟県,***,"2,304,264","1,671,613","69,516,230",538008
2015100000,2015年度,16000,富山県,***,"1,066,328","998,055","36,131,246",370960
2015100000,2015年度,17000,石川県,***,"1,154,008","824,418","35,969,724",324947
2015100000,2015年度,18000,福井県,***,"786,740","615,231","13,842,365",200989
2015100000,2015年度,19000,山梨県,***,"834,930","689,897","43,752,412",131626
2015100000,2015年度,20000,長野県,***,"2,098,804","1,300,606","44,109,789",396019
2015100000,2015年度,21000,岐阜県,***,"2,031,903","1,509,745","37,882,800",474512
2015100000,2015年度,22000,静岡県,***,"3,700,305","4,224,400","5,886,889",1165432
2015100000,2015年度,23000,愛知県,***,"7,483,128","10,233,086","190,978,467",2054116
2015100000,2015年度,24000,三重県,***,"1,815,865","1,541,053","7,373,171",397639
2015100000,2015年度,25000,滋賀県,***,"1,412,916","1,183,703","20,369,481",366960
2015100000,2015年度,26000,京都府,***,"2,610,353","2,669,975","108,359,318",651075
2015100000,2015年度,27000,大阪府,***,"8,839,469","5,366,613","337,403,140",4488321
2015100000,2015年度,28000,兵庫県,***,"5,534,800","4,463,025","247,970,889",1199487
2015100000,2015年度,29000,奈良県,***,"1,364,316","828,157","11,870,470",300221
2015100000,2015年度,30000,和歌山県,***,"963,579","989,329","68,575,183",188631
2015100000,2015年度,31000,鳥取県,***,"573,441","343,111","3,194,184",150320
2015100000,2015年度,32000,島根県,***,"694,352","668,040","52,748,391",133917
2015100000,2015年度,33000,岡山県,***,"1,921,525","1,290,336","76,599,169",513836
2015100000,2015年度,34000,広島県,***,"2,843,990","2,729,906","29,129,877",1026905
2015100000,2015年度,35000,山口県,***,"1,404,729","1,270,302","48,172,150",366261
2015100000,2015年度,36000,徳島県,***,"755,733","854,948","60,059,043",217060
2015100000,2015年度,37000,香川県,***,"976,263","734,815","40,283,105",306900
2015100000,2015年度,38000,愛媛県,***,"1,385,262","879,329","62,575,006",650595
2015100000,2015年度,39000,高知県,***,"728,276","545,919","8,349,353",179263
2015100000,2015年度,40000,福岡県,***,"5,101,556","3,225,887","111,501,705",2032337
2015100000,2015年度,41000,佐賀県,***,"832,832","635,373","31,937,983",149586
2015100000,2015年度,42000,長崎県,***,"1,377,187","755,589","27,255,483",310415
2015100000,2015年度,43000,熊本県,***,"1,786,170","1,158,548","22,798,168",417963
2015100000,2015年度,44000,大分県,***,"1,166,338","842,713","31,249,527",276921
2015100000,2015年度,45000,宮崎県,***,"1,104,069","707,165","38,376,313",269121
2015100000,2015年度,46000,鹿児島県,***,"1,648,177","1,285,364","3,508,668",389627
2015100000,2015年度,47000,沖縄県,***,"1,433,566","743,560","13,624,971",378492
2014100000,2014年度,1000,北海道,***,"5,410,000","3,799,541","209,635,791",1123629
2014100000,2014年度,2000,青森県,***,"1,323,000","1,026,518","49,102,839",279250
2014100000,2014年度,3000,岩手県,***,"1,290,000","1,169,377","133,969,333",269143
2014100000,2014年度,4000,宮城県,***,"2,335,000","1,807,007","107,888,521",691000
2014100000,2014年度,5000,秋田県,***,"1,037,000","733,289","96,808,804",234568
2014100000,2014年度,6000,山形県,***,"1,134,000","701,381","64,114,772",268310
2014100000,2014年度,7000,福島県,***,"1,927,000","1,327,960","118,706,765",365628
2014100000,2014年度,8000,茨城県,***,"2,927,000","2,464,739","93,477,914",667517
2014100000,2014年度,9000,栃木県,***,"1,980,000","1,767,759","93,085,294",522854
2014100000,2014年度,10000,群馬県,***,"1,979,000","2,026,541","72,914,424",439594
2014100000,2014年度,11000,埼玉県,***,"7,247,000","4,372,343","10,852,728",1751775
2014100000,2014年度,12000,千葉県,***,"6,209,000","3,542,272","150,002,601",1531764
2014100000,2014年度,13000,東京都,***,"13,399,000","30,796,896","245,705,541",21939610
2014100000,2014年度,14000,神奈川県,***,"9,103,000","4,769,017","10,149,662",2180531
2014100000,2014年度,15000,新潟県,***,"2,320,000","1,471,331","77,154,399",525349
2014100000,2014年度,16000,富山県,***,"1,072,000","886,759","42,506,540",360476
2014100000,2014年度,17000,石川県,***,"1,157,000","771,536","35,714,394",323272
2014100000,2014年度,18000,福井県,***,"791,000","445,323","17,515,134",201271
2014100000,2014年度,19000,山梨県,***,"841,000","571,232","46,673,863",131395
2014100000,2014年度,20000,長野県,***,"2,110,000","1,096,862","52,700,107",386000
2014100000,2014年度,21000,岐阜県,***,"2,043,000","1,366,203","40,585,441",454630
2014100000,2014年度,22000,静岡県,***,"3,715,000","3,644,013","6,197,594",1136423
2014100000,2014年度,23000,愛知県,***,"7,464,000","8,887,567","191,461,938",2018614
2014100000,2014年度,24000,三重県,***,"1,826,000","1,346,879","6,840,883",394488
2014100000,2014年度,25000,滋賀県,***,"1,414,000","1,142,808","23,581,182",353905
2014100000,2014年度,26000,京都府,***,"2,616,000","2,294,152","112,884,039",645722
2014100000,2014年度,27000,大阪府,***,"8,845,000","4,505,362","359,174,351",4510839
2014100000,2014年度,28000,兵庫県,***,"5,550,000","3,761,896","310,026,983",1182340
2014100000,2014年度,29000,奈良県,***,"1,373,000","849,662","9,867,036",281145
2014100000,2014年度,30000,和歌山県,***,"972,000","1,028,832","70,281,427",184626
2014100000,2014年度,31000,鳥取県,***,"577,000","288,427","3,359,271",145770
2014100000,2014年度,32000,島根県,***,"699,000","549,415","58,738,565",129224
2014100000,2014年度,33000,岡山県,***,"1,926,000","863,255","61,724,904",487070
2014100000,2014年度,34000,広島県,***,"2,846,000","2,430,117","27,530,822",987984
2014100000,2014年度,35000,山口県,***,"1,415,000","1,488,239","55,375,562",349399
2014100000,2014年度,36000,徳島県,***,"763,000","755,388","63,459,278",213691
2014100000,2014年度,37000,香川県,***,"980,000","623,194","40,399,093",302071
2014100000,2014年度,38000,愛媛県,***,"1,396,000","792,544","64,703,666",636266
2014100000,2014年度,39000,高知県,***,"736,000","532,056","8,761,257",176809
2014100000,2014年度,40000,福岡県,***,"5,099,000","2,912,241","112,088,783",1942039
2014100000,2014年度,41000,佐賀県,***,"837,000","564,317","25,276,929",143237
2014100000,2014年度,42000,長崎県,***,"1,387,000","421,302","31,252,884",301693
2014100000,2014年度,43000,熊本県,***,"1,795,000","968,692","24,820,819",401115
2014100000,2014年度,44000,大分県,***,"1,173,000","655,492","34,750,445",266630
2014100000,2014年度,45000,宮崎県,***,"1,112,000","635,428","41,414,562",249741
2014100000,2014年度,46000,鹿児島県,***,"1,662,000","1,158,682","4,790,619",369837
2014100000,2014年度,47000,沖縄県,***,"1,426,000","651,060","12,649,699",357652
2013100000,2013年度,1000,北海道,***,"5,438,000","4,019,497","233,833,347",1107764
2013100000,2013年度,2000,青森県,***,"1,337,000","1,057,127","50,084,675",269723
2013100000,2013年度,3000,岩手県,***,"1,299,000","1,232,220","134,311,406",260685
2013100000,2013年度,4000,宮城県,***,"2,333,000","1,680,946","144,583,170",652162
2013100000,2013年度,5000,秋田県,***,"1,050,000","771,278","103,302,464",224315
2013100000,2013年度,6000,山形県,***,"1,144,000","823,523","65,741,076",260658
2013100000,2013年度,7000,福島県,***,"1,940,000","1,356,143","145,574,289",359206
2013100000,2013年度,8000,茨城県,***,"2,937,000","2,440,297","101,423,297",641360
2013100000,2013年度,9000,栃木県,***,"1,986,000","1,835,278","99,103,508",505551
2013100000,2013年度,10000,群馬県,***,"1,986,000","2,128,768","87,724,935",426524
2013100000,2013年度,11000,埼玉県,***,"7,228,000","4,730,357","13,398,513",1705140
2013100000,2013年度,12000,千葉県,***,"6,201,000","3,749,818","164,883,886",1494504
2013100000,2013年度,13000,東京都,***,"13,307,000","31,746,405","285,152,339",21271764
2013100000,2013年度,14000,神奈川県,***,"9,084,000","5,676,629","9,228,340",2161661
2013100000,2013年度,15000,新潟県,***,"2,336,000","1,619,673","84,724,575",515277
2013100000,2013年度,16000,富山県,***,"1,077,000","916,263","50,501,936",349451
2013100000,2013年度,17000,石川県,***,"1,160,000","836,059","37,505,686",313977
2013100000,2013年度,18000,福井県,***,"796,000","544,064","23,260,199",198877
2013100000,2013年度,19000,山梨県,***,"847,000","696,690","47,394,982",132847
2013100000,2013年度,20000,長野県,***,"2,122,000","1,200,555","57,025,374",381411
2013100000,2013年度,21000,岐阜県,***,"2,053,000","1,378,888","46,773,563",448083
2013100000,2013年度,22000,静岡県,***,"3,730,000","3,806,445","4,383,327",1096843
2013100000,2013年度,23000,愛知県,***,"7,449,000","9,000,461","192,388,036",1974165
2013100000,2013年度,24000,三重県,***,"1,833,000","1,461,849","8,347,651",389301
2013100000,2013年度,25000,滋賀県,***,"1,415,000","1,152,643","26,939,350",342097
2013100000,2013年度,26000,京都府,***,"2,622,000","2,456,910","120,043,418",652998
2013100000,2013年度,27000,大阪府,***,"8,856,000","4,888,612","419,730,981",4408818
2013100000,2013年度,28000,兵庫県,***,"5,565,000","4,022,748","356,653,826",1164746
2013100000,2013年度,29000,奈良県,***,"1,381,000","904,197","4,929,679",277766
2013100000,2013年度,30000,和歌山県,***,"980,000","1,169,798","77,269,703",180765
2013100000,2013年度,31000,鳥取県,***,"580,000","309,503","4,059,511",139913
2013100000,2013年度,32000,島根県,***,"704,000","567,031","63,282,699",124006
2013100000,2013年度,33000,岡山県,***,"1,932,000","1,156,571","62,841,170",466127
2013100000,2013年度,34000,広島県,***,"2,850,000","2,239,746","27,872,728",953638
2013100000,2013年度,35000,山口県,***,"1,425,000","1,469,257","74,755,210",328632
2013100000,2013年度,36000,徳島県,***,"769,000","750,411","54,487,919",210392
2013100000,2013年度,37000,香川県,***,"985,000","660,683","41,124,049",290748
2013100000,2013年度,38000,愛媛県,***,"1,406,000","927,479","66,470,799",622034
2013100000,2013年度,39000,高知県,***,"743,000","548,327","9,643,310",172808
2013100000,2013年度,40000,福岡県,***,"5,096,000","3,340,127","113,149,917",1861502
2013100000,2013年度,41000,佐賀県,***,"841,000","572,598","27,701,381",137666
2013100000,2013年度,42000,長崎県,***,"1,397,000","572,078","33,533,020",289609
2013100000,2013年度,43000,熊本県,***,"1,801,000","1,158,088","25,966,306",385872
2013100000,2013年度,44000,大分県,***,"1,180,000","672,465","36,779,076",257293
2013100000,2013年度,45000,宮崎県,***,"1,119,000","703,268","43,427,715",230434
2013100000,2013年度,46000,鹿児島県,***,"1,675,000","1,262,568","5,199,721",347221
2013100000,2013年度,47000,沖縄県,***,"1,419,000","749,337","12,922,330",337777
2012100000,2012年度,1000,北海道,***,"5,465,000","3,513,898","257,560,042",1106197
2012100000,2012年度,2000,青森県,***,"1,350,000","1,115,080","51,595,869",263989
2012100000,2012年度,3000,岩手県,***,"1,306,000","1,048,741","136,963,372",249899
2012100000,2012年度,4000,宮城県,***,"2,329,000","1,496,874","200,838,186",626141
2012100000,2012年度,5000,秋田県,***,"1,063,000","705,965","107,724,591",219039
2012100000,2012年度,6000,山形県,***,"1,153,000","697,474","70,702,612",253798
2012100000,2012年度,7000,福島県,***,"1,957,000","1,021,049","133,489,558",353429
2012100000,2012年度,8000,茨城県,***,"2,947,000","2,359,785","115,740,418",621373
2012100000,2012年度,9000,栃木県,***,"1,992,000","1,536,224","113,809,688",487437
2012100000,2012年度,10000,群馬県,***,"1,994,000","1,831,260","104,309,938",414737
2012100000,2012年度,11000,埼玉県,***,"7,216,000","4,080,180","15,728,574",1674375
2012100000,2012年度,12000,千葉県,***,"6,200,000","2,845,947","164,037,638",1463368
2012100000,2012年度,13000,東京都,***,"13,234,000","27,788,029","270,233,269",20480047
2012100000,2012年度,14000,神奈川県,***,"9,070,000","5,462,912","10,008,619",2150297
2012100000,2012年度,15000,新潟県,***,"2,350,000","1,436,945","101,135,916",510060
2012100000,2012年度,16000,富山県,***,"1,083,000","872,658","60,559,420",333887
2012100000,2012年度,17000,石川県,***,"1,164,000","688,110","59,363,085",307048
2012100000,2012年度,18000,福井県,***,"800,000","497,518","34,728,629",199027
2012100000,2012年度,19000,山梨県,***,"852,000","590,485","47,026,167",135183
2012100000,2012年度,20000,長野県,***,"2,132,000","1,116,569","64,161,282",375026
2012100000,2012年度,21000,岐阜県,***,"2,062,000","1,188,825","50,953,874",449286
2012100000,2012年度,22000,静岡県,***,"3,739,000","3,430,147","4,050,177",1057500
2012100000,2012年度,23000,愛知県,***,"7,431,000","8,045,820","207,499,020",1921486
2012100000,2012年度,24000,三重県,***,"1,841,000","1,194,974","7,210,731",387386
2012100000,2012年度,25000,滋賀県,***,"1,414,000","1,004,474","26,312,890",332511
2012100000,2012年度,26000,京都府,***,"2,628,000","2,386,059","108,649,207",667480
2012100000,2012年度,27000,大阪府,***,"8,861,000","4,462,352","486,950,269",4391827
2012100000,2012年度,28000,兵庫県,***,"5,575,000","3,545,499","378,262,308",1149451
2012100000,2012年度,29000,奈良県,***,"1,388,000","866,303","5,031,329",276806
2012100000,2012年度,30000,和歌山県,***,"988,000","1,112,850","76,760,424",177268
2012100000,2012年度,31000,鳥取県,***,"583,000","269,538","5,749,832",135473
2012100000,2012年度,32000,島根県,***,"708,000","534,314","66,182,014",121212
2012100000,2012年度,33000,岡山県,***,"1,937,000","946,425","64,418,411",458684
2012100000,2012年度,34000,広島県,***,"2,855,000","1,966,625","27,636,339",926039
2012100000,2012年度,35000,山口県,***,"1,434,000","1,345,657","61,668,518",316049
2012100000,2012年度,36000,徳島県,***,"775,000","623,943","54,074,849",210359
2012100000,2012年度,37000,香川県,***,"989,000","633,845","40,645,379",283318
2012100000,2012年度,38000,愛媛県,***,"1,415,000","783,158","71,158,380",605319
2012100000,2012年度,39000,高知県,***,"751,000","449,031","11,646,356",171777
2012100000,2012年度,40000,福岡県,***,"5,089,000","3,020,602","114,674,307",1797843
2012100000,2012年度,41000,佐賀県,***,"845,000","551,496","40,269,830",134367
2012100000,2012年度,42000,長崎県,***,"1,408,000","495,560","37,809,764",279188
2012100000,2012年度,43000,熊本県,***,"1,807,000","977,990","28,854,528",374809
2012100000,2012年度,44000,大分県,***,"1,186,000","671,167","39,487,871",253041
2012100000,2012年度,45000,宮崎県,***,"1,125,000","601,414","43,446,171",216287
2012100000,2012年度,46000,鹿児島県,***,"1,687,000","1,122,163","6,801,799",332845
2012100000,2012年度,47000,沖縄県,***,"1,411,000","660,675","12,437,553",324550
2011100000,2011年度,1000,北海道,***,"5,488,000","3,402,862","276,973,420",1101404
2011100000,2011年度,2000,青森県,***,"1,363,000","1,108,683","75,044,812",263500
2011100000,2011年度,3000,岩手県,***,"1,315,000","888,301","120,699,827",234584
2011100000,2011年度,4000,宮城県,***,"2,326,000","1,305,866","161,129,940",593286
2011100000,2011年度,5000,秋田県,***,"1,075,000","727,590","117,545,976",216402
2011100000,2011年度,6000,山形県,***,"1,162,000","663,021","76,284,481",249173
2011100000,2011年度,7000,福島県,***,"1,988,000","946,785","189,653,867",346604
2011100000,2011年度,8000,茨城県,***,"2,960,000","2,528,148","123,683,911",610323
2011100000,2011年度,9000,栃木県,***,"2,000,000","1,627,650","108,226,957",477233
2011100000,2011年度,10000,群馬県,***,"2,001,000","1,686,368","123,506,656",413261
2011100000,2011年度,11000,埼玉県,***,"7,209,000","4,152,661","17,013,411",1651205
2011100000,2011年度,12000,千葉県,***,"6,217,000","2,815,878","195,337,154",1433795
2011100000,2011年度,13000,東京都,***,"13,198,000","26,874,544","312,694,114",20099888
2011100000,2011年度,14000,神奈川県,***,"9,060,000","5,894,260","8,929,087",2116325
2011100000,2011年度,15000,新潟県,***,"2,364,000","1,388,454","108,962,942",506798
2011100000,2011年度,16000,富山県,***,"1,088,000","952,139","61,073,887",328491
2011100000,2011年度,17000,石川県,***,"1,167,000","607,795","27,341,299",302358
2011100000,2011年度,18000,福井県,***,"803,000","557,379","49,978,822",200063
2011100000,2011年度,19000,山梨県,***,"857,000","671,172","48,305,359",135173
2011100000,2011年度,20000,長野県,***,"2,142,000","1,150,603","74,147,931",376332
2011100000,2011年度,21000,岐阜県,***,"2,071,000","1,241,064","56,100,500",445369
2011100000,2011年度,22000,静岡県,***,"3,752,000","3,430,390","5,661,849",1036327
2011100000,2011年度,23000,愛知県,***,"7,418,000","7,106,915","210,562,532",1927344
2011100000,2011年度,24000,三重県,***,"1,847,000","1,177,251","15,843,684",391315
2011100000,2011年度,25000,滋賀県,***,"1,413,000","1,087,875","26,997,683",326852
2011100000,2011年度,26000,京都府,***,"2,633,000","2,333,106","127,036,190",669433
2011100000,2011年度,27000,大阪府,***,"8,863,000","4,900,876","559,414,727",4352735
2011100000,2011年度,28000,兵庫県,***,"5,584,000","3,585,044","460,553,091",1142000
2011100000,2011年度,29000,奈良県,***,"1,395,000","863,936","3,668,718",280368
2011100000,2011年度,30000,和歌山県,***,"995,000","1,059,651","77,967,591",177477
2011100000,2011年度,31000,鳥取県,***,"586,000","257,538","5,757,102",135753
2011100000,2011年度,32000,島根県,***,"713,000","518,609","70,446,615",118044
2011100000,2011年度,33000,岡山県,***,"1,941,000","1,072,766","65,951,524",465919
2011100000,2011年度,34000,広島県,***,"2,858,000","2,195,105","29,576,873",909895
2011100000,2011年度,35000,山口県,***,"1,444,000","1,393,906","71,194,412",317882
2011100000,2011年度,36000,徳島県,***,"780,000","730,175","53,367,550",213332
2011100000,2011年度,37000,香川県,***,"992,000","664,596","41,871,679",283015
2011100000,2011年度,38000,愛媛県,***,"1,424,000","1,050,131","74,709,403",590534
2011100000,2011年度,39000,高知県,***,"758,000","444,818","12,694,461",172169
2011100000,2011年度,40000,福岡県,***,"5,081,000","2,971,561","118,759,054",1718824
2011100000,2011年度,41000,佐賀県,***,"847,000","571,527","31,574,173",134081
2011100000,2011年度,42000,長崎県,***,"1,418,000","603,651","42,764,355",275572
2011100000,2011年度,43000,熊本県,***,"1,813,000","1,001,089","30,723,572",365827
2011100000,2011年度,44000,大分県,***,"1,192,000","712,318","42,851,991",250957
2011100000,2011年度,45000,宮崎県,***,"1,130,000","599,957","43,549,038",208803
2011100000,2011年度,46000,鹿児島県,***,"1,697,000","1,120,130","6,892,719",326273
2011100000,2011年度,47000,沖縄県,***,"1,402,000","642,800","13,313,221",318014
2010100000,2010年度,1000,北海道,***,"5,506,419",***,"288,649,481",1097440
2010100000,2010年度,2000,青森県,***,"1,373,339",***,"59,881,510",262846
2010100000,2010年度,3000,岩手県,***,"1,330,147",***,"81,439,306",227752
2010100000,2010年度,4000,宮城県,***,"2,348,165",***,"96,644,792",588060
2010100000,2010年度,5000,秋田県,***,"1,085,997",***,"103,465,164",209753
2010100000,2010年度,6000,山形県,***,"1,168,924",***,"74,024,639",244345
2010100000,2010年度,7000,福島県,***,"2,029,064",***,"83,653,157",340935
2010100000,2010年度,8000,茨城県,***,"2,969,770",***,"123,797,347",610980
2010100000,2010年度,9000,栃木県,***,"2,007,683",***,"118,260,291",471484
2010100000,2010年度,10000,群馬県,***,"2,008,068",***,"139,343,990",424141
2010100000,2010年度,11000,埼玉県,***,"7,194,556",***,"23,365,717",1636436
2010100000,2010年度,12000,千葉県,***,"6,216,289",***,"163,781,566",1413929
2010100000,2010年度,13000,東京都,***,"13,159,388",***,"272,678,936",20009092
2010100000,2010年度,14000,神奈川県,***,"9,048,331",***,"9,973,356",2111348
2010100000,2010年度,15000,新潟県,***,"2,374,450",***,"110,998,295",508702
2010100000,2010年度,16000,富山県,***,"1,093,247",***,"69,446,758",322759
2010100000,2010年度,17000,石川県,***,"1,169,788",***,"40,163,096",300758
2010100000,2010年度,18000,福井県,***,"806,314",***,"45,825,498",200014
2010100000,2010年度,19000,山梨県,***,"863,075",***,"42,363,700",135889
2010100000,2010年度,20000,長野県,***,"2,152,449",***,"77,121,626",380833
